X,Y,featurecla,scalerank,name,name_abb,name_alt,note,delta,dam_name,year,admin,min_zoom,min_label
141.851564019891,72.5387938064937,Lake,5,Ozero Bustakh,O. Bustakh,Lake Bustakh,,,,-99,,4.7,6
35.5832402129166,32.8043464697524,Lake,5,Sea of Galilee,Sea of Galilee,,,,,-99,,4.7,6
90.8968465794366,28.989387382126,Lake,5,Yamzho Yumco,Yamzho Yumco,,,,,-99,,4.7,6
71.8982172209695,56.1322619987465,Lake,5,Ozero Tenis,O. Tenis,Lake Tenis,,,,-99,,4.7,6
67.3843811608756,55.7863841493668,Lake,5,Ozero Chërnoye,O. Chërnoye,Lake Chërnoye,Ozero Chernoe,,,-99,,4.7,6
32.9718280132708,65.899705283166,Lake,5,,,,_untitled_12,,,-99,,4.7,6
158.72079884383,70.0603950381086,Lake,5,Ozero Bolshoye Morskoye,O. Bolshoye Morskoye,Lake Bolshoye Morskoye,,,,-99,,4.7,6
160.208494033522,69.4464986509755,Lake,5,Ozero Chukochye,O. Chukochye,Lake Chukochye,,,,-99,,4.7,6
118.871084186124,31.4789719873421,Lake,5,Shijiu Hu,Shijiu Hu,,,,,-99,,4.7,6
113.284708323414,29.8487834512869,Lake,5,Hong Hu,Hong Hu,,,,,-99,,4.7,6
26.0568377706259,58.2597787275907,Lake,5,Võrtsjärv,Võrtsjärv,Lake Võrtsjärv,,,,-99,,4.7,6
117.416739429658,31.581705067711,Lake,5,Chao Hu,Chao Hu,,,,,-99,,4.7,6
12.9884142011267,63.5702547631096,Lake,5,,,,_untitled_11,,,-99,,4.7,6
45.3627400485852,40.378777007041,Lake,5,Lake Sevan,L. Sevan,Lake Sevana,,,,-99,,4.7,6
114.706873004738,30.278260712772,Lake,5,,,,_untitled_10,,,-99,,4.7,6
114.707422444165,30.6912535831377,Lake,5,,,,_untitled_9,,,-99,,4.7,6
117.234642162683,34.619837223837,Lake,5,Weishan Hu,Weishan Hu,,,,,-99,,4.7,6
114.508496942305,30.4288279637999,Lake,5,,,,_untitled_8,,,-99,,4.7,6
114.222800192129,30.0183371885147,Lake,5,Huangtang Hu,Huangtang Hu,,,,,-99,,4.7,6
114.040717629619,29.9384173279985,Lake,5,,,,_untitled_7,,,-99,,4.7,6
91.164838071588,35.5946240308335,Lake,5,Hoh Xil Hu,Hoh Xil Hu,,,,,-99,,4.7,6
85.6053592835988,30.9152646838849,Lake,5,,,,_untitled_0,,,-99,,4.7,6
91.7000159903823,68.3973849018782,Lake,6,Ozero Khantayskoye,O. Khantayskoye,Lake Khantayskoye,,,,-99,,5,6.5
89.9561513444963,68.779175174768,Lake,6,Ozero Keta,O. Keta,Lake Keta,,,,-99,,5,6.5
91.0353817541202,69.4715196017817,Lake,6,Ozero Lama,O. Lama,Lake Lama,,,,-99,,5,6.5
18.2206023707993,65.749873942456,Lake,6,Storavan,Storavan,,,,,-99,,5,6.5
17.7750189152429,66.0298142273582,Lake,6,Uddjaure,Uddjaure,,,,,-99,,5,6.5
15.2341754900482,64.1947482588194,Lake,6,,,,_untitled_52,,,-99,,5,6.5
13.3766791686826,64.7256339621014,Lake,6,,,,_untitled_51,,,-99,,5,6.5
19.2914706609444,42.2091331495457,Lake,6,Lake Skadar,L. Skadar,Lake Scutari,,,,-99,admin-0,5,6.5
-72.4839587088796,-40.6561348227821,Lake,6,,,,_untitled_47,,,-99,,5,6.5
-68.9003783332993,-45.4626594726515,Lake,6,Lago Colhu Huapi,L. Colhu Huapi,,,,,-99,,5,6.5
9.05178845577132,47.7024093080133,Lake,6,,,,_untitled_46,,,-99,,5,6.5
36.8941928890167,62.3256832335969,Lake,6,,,,_untitled_45,,,-99,,5,6.5
39.0929866181514,60.5945278019355,Lake,6,,,,_untitled_44,,,-99,,5,6.5
31.8947368993554,64.4805758262643,Lake,6,,,,_untitled_43,,,-99,,5,6.5
35.2198488690202,67.9040306248056,Lake,6,,,,_untitled_41,,,-99,,5,6.5
139.725472497281,53.4478083413693,Lake,6,,,,_untitled_40,,,-99,,5,6.5
174.69372225737,64.5700625209123,Lake,6,Ozero Krasnoye,O. Krasnoye,Lake Krasnoye,,,,-99,,5,6.5
136.094529686836,35.2462440863732,Lake,6,Biwa Ko,Biwa Ko,,,,,-99,,5,6.5
91.0164991766642,50.1522547560667,Lake,6,Reg Nuur,Reg Nuur,,,,,-99,,5,6.5
90.3506692880671,33.5108203748684,Lake,6,,,,_untitled_32,,,-99,,5,6.5
89.8614451540457,33.3846853463925,Lake,6,,,,_untitled_31,,,-99,,5,6.5
76.035751829237,32.0247230790442,Lake,6,,,,_untitled_30,,,-99,,5,6.5
91.474491428061,32.0295800871419,Lake,6,,,,_untitled_29,,,-99,,5,6.5
87.5150462257101,31.9083020667636,Lake,6,,,,_untitled_28,,,-99,,5,6.5
78.6164483846282,33.8256428088358,Lake,6,Banggong Co,Banggong Co,,,,,-99,,5,6.5
11.7641064825215,61.984956756442,Lake,6,Femunden,Femunden,,,,,-99,,5,6.5
11.8647117670232,62.1699646103442,Lake,6,Femunden,Femunden,Femund,,,,-99,,5,6.5
-4.50950137739693,57.2532005948639,Lake,6,Loch Ness,Loch Ness,,,,,-99,,5,6.5
99.3594815163533,51.391527731291,Lake,7,Dood-Tsagaan Nuur,Dood-Tsagaan Nuur,,,,,-99,,5.7,6.7
58.7874136984336,51.944785108235,Lake,7,,,,_untitled_146,,,-99,,5.7,6.7
140.34814862919,51.7740539144986,Lake,7,,,,_untitled_145,,,-99,,5.7,6.7
136.821165534523,50.0290633688621,Lake,7,,,,_untitled_144,,,-99,,5.7,6.7
-4.14334871102646,15.3553241057685,Lake,7,Lake Dbo,L. Dbo,,,,,-99,,5.7,6.7
61.6075825658116,46.1076916492775,Lake,7,,,,_untitled_137,,,-99,,5.7,6.7
18.8758766405794,49.9282436553195,Lake,7,,,,_untitled_134,,,-99,,5.7,6.7
-5.43937633251339,39.8424455674071,Lake,7,,,,_untitled_133,,,-99,,5.7,6.7
26.6321785579122,61.3932848609073,Lake,7,,,,_untitled_131,,,-99,,5.7,6.7
11.6782452146611,62.6538992353487,Lake,7,Aursund,Aursund,Aursunden,,,,-99,,5.7,6.7
11.1570994957017,59.3957298941918,Lake,7,,,,_untitled_130,,,-99,,5.7,6.7
11.2093581744568,59.8026882999513,Lake,7,Yeren,Yeren,,,,,-99,,5.7,6.7
16.3493351459753,60.1415014102799,Lake,7,,,,_untitled_129,,,-99,,5.7,6.7
17.0127902831429,60.3288641771992,Lake,7,,,,_untitled_128,,,-99,,5.7,6.7
29.6308000763951,60.717424825013,Lake,7,,,,_untitled_126,,,-99,,5.7,6.7
28.0167028060345,59.2551710234864,Lake,7,,,,_untitled_125,,,-99,admin-0,5.7,6.7
30.3295409020895,46.240744234741,Lake,7,,,,_untitled_124,,,-99,admin-0 more,5.7,6.7
13.4445018656051,61.5336965495491,Lake,7,,,,_untitled_118,,,-99,,5.7,6.7
37.4105004753957,-3.68959337345986,Lake,7,Lake Lembeni,L. Lembeni,,,,,-99,,5.7,6.7
112.905972750087,29.3206942072127,Lake,7,,,,_untitled_117,,,-99,,5.7,6.7
14.7454554037826,60.8643125244517,Lake,7,Siljan,Siljan,,,,,-99,,5.7,6.7
20.0757280558342,68.1342233722225,Lake,7,Torneträsk,Torneträsk,Torne träsk,,,,-99,,5.7,6.7
-56.1573161929661,-1.53352332428395,Lake,7,Lago de  Erepecu,L. de  Erepecu,,,,,-99,,5.7,6.7
118.836480010456,29.6293349945102,Lake,7,,,,_untitled_98,,,-99,,5.7,6.7
108.832531551548,40.9192295444547,Lake,7,Ulansuhai Nur,Ulansuhai Nur,,,,,-99,,5.7,6.7
112.166820058762,28.92021181225,Lake,7,Dongting Hu,Dongting Hu,,,,,-99,,5.7,6.7
16.4898922277475,67.4498267766414,Lake,7,Virihaure,Virihaure,,,,,-99,,5.7,6.7
15.005737956254,65.234589537912,Lake,7,,,,_untitled_97,,,-99,,5.7,6.7
15.1571752431304,65.0295649233648,Lake,7,,,,_untitled_96,,,-99,,5.7,6.7
16.3131733306354,64.7119460301897,Lake,7,,,,_untitled_95,,,-99,,5.7,6.7
87.6810038756641,51.5731503977312,Lake,7,Ozero Teletskoye,O. Teletskoye,Lake Teletskoye,,,,-99,,5.7,6.7
119.531576895908,31.5953929996227,Lake,7,,,,_untitled_89,,,-99,,5.7,6.7
119.80591377656,31.5892113529529,Lake,7,Ge Hu,Ge Hu,,,,,-99,,5.7,6.7
115.035267727567,30.1037027853829,Lake,7,,,,_untitled_88,,,-99,,5.7,6.7
31.5059942244922,49.8977769681614,Lake,7,,,,_untitled_87,,,-99,,5.7,6.7
80.6390696817395,46.6237119641393,Lake,7,Sasyqkl,Sasyqkl,,,,,-99,,5.7,6.7
80.9950395376142,46.5823538042773,Lake,7,Sasyqkl,Sasyqkl,,,,,-99,,5.7,6.7
-57.4281456799992,4.62369112292919,Lake,7,,,,_untitled_21,,,-99,,5.7,6.7
-72.0949541901054,-39.2387715506431,Lake,7,,,,_untitled_20,,,-99,,5.7,6.7
-72.8901387562275,-48.7766108158998,Lake,7,Lago San Martín,L. San Martín,,,,,-99,,5.7,6.7
32.7172481791347,1.73995295148379,Lake,7,Lake Kwania,L. Kwania,,,,,-99,,5.7,6.7
20.7259917075754,41.043892752295,Lake,7,,,,_untitled_19,,,-99,admin-0 more,5.7,6.7
8.63198396701876,45.9500596591985,Lake,7,Lago di Como,L. di Como,,,,,-99,,5.7,6.7
10.7084775038501,45.6938156865304,Lake,7,Lago di Garda,L. di Garda,,,,,-99,,5.7,6.7
29.2637927222996,69.2766505496205,Lake,7,,,,_untitled_18,,,-99,,5.7,6.7
136.641583641895,51.9957101022288,Lake,7,,,,_untitled_17,,,-99,,5.7,6.7
84.0643688555149,30.4195554937952,Lake,7,,,,_untitled_16,,,-99,,5.7,6.7
-44.6527587188526,-3.82926915178385,Lake,8,,,,_untitled_68,,,-99,,6,7
15.6002310358002,58.4943869369146,Lake,8,,,,_untitled_67,,,-99,,6,7
15.165969034503,58.5640040529813,Lake,8,,,,_untitled_66,,,-99,,6,7
16.3552483623393,66.5237572326852,Lake,8,,,,_untitled_65,,,-99,,6,7
17.3658644215554,66.3190269822651,Lake,8,Hornavan,Hornavan,,,,,-99,,6,7
-71.551841924757,-40.9373997462564,Lake,8,Lago Nahuel Huapí,L. Nahuel Huapí,,,,,-99,,6,7
12.5196989763924,60.9858849089571,Lake,8,,,,_untitled_61,,,-99,,6,7
90.9851666529198,24.1635818819294,Lake,8,,,,_untitled_45,,,-99,,6,7
-54.2384697418038,-2.25368516131158,Lake,8,Lago Grande,L. Grande,,,,,-99,,6,7
24.7438465405845,-21.2919794476794,Lake,8,Lake Xau,L. Xau,,,,,-99,,6,7
41.592115795966,11.3819971177452,Lake,8,Lake Adobed,L. Adobed,,,,,-99,,6,7
39.0599741744212,8.39331813497735,Lake,8,Lake Koka,L. Koka,,,,,-99,,6,7
41.6607637371668,11.5547888603715,Lake,8,Lake Gemeri,L. Gemeri,,,,,-99,,6,7
42.3931721942281,0.042502212379006,Lake,8,,,,_untitled_44,,,-99,,6,7
31.9682979493408,-27.4069526426492,Lake,8,,,,_untitled_43,,,-99,,6,7
-50.1516454831556,-21.35144100136,Lake,8,,,,_untitled_41,,,-99,,6,7
29.628335929461,64.2106439216845,Lake,8,,,,_untitled_40,,,-99,,6,7
121.207759815239,14.3505121578045,Lake,8,Laguna de Bay,Lag. de Bay,,,,,-99,,6,7
28.6909548712185,64.0836258008272,Lake,8,,,,_untitled_39,,,-99,,6,7
-57.7821860720814,-17.5347157289708,Lake,8,,,,_untitled_33,,,-99,,6,7
-71.7252836894963,-44.8605376506037,Lake,8,Lago La Plata,L. La Plata,,,,,-99,,6,7
-71.483431515026,-44.9320681334967,Lake,8,Lago Fontana,L. Fontana,,,,,-99,,6,7
87.2745867661455,34.6023225582727,Lake,8,,,,_untitled_31,,,-99,,6,7
92.5586592488336,68.1100855137977,Lake,8,Ozero Dyupkun,O. Dyupkun,Lake Dyupkun,,,,-99,,6,7
141.526468376353,-6.98912087447874,Lake,8,Lake Murray,L. Murray,,,,,-99,,6,7
92.1328151158508,35.2207815893763,Lake,8,Elsen Nur,Elsen Nur,,,,,-99,,6,7
81.1046348144445,7.92395453426589,Lake,8,,,,_untitled_30,,,-99,,6,7
10.0668655713308,-0.960543550822152,Lake,8,Lac Onangu,L. Onangu,,,,,-99,,6,7
18.3545080491097,-2.13490923601395,Lake,8,Lac Mai-Ndombe,L. Mai-Ndombe,,,,,-99,,6,7
27.0180807647266,-10.9096095016819,Lake,8,Lake Rentenue,L. Rentenue,,,,,-99,,6,7
16.0861517037223,66.8412289437967,Lake,8,,,,_untitled_28,,,-99,,6,7
26.8252597353223,64.4869046549976,Lake,8,,,,_untitled_27,,,-99,,6,7
27.6293708889838,49.429738006022,Lake,8,,,,_untitled_26,,,-99,,6,7
-8.30737357769448,52.9476836893726,Lake,8,Lough Derg,Lough Derg,,,,,-99,,6,7
-7.95876125273613,53.8571216601459,Lake,8,,,,_untitled_25,,,-99,,6,7
-8.00581715372322,53.5665842666669,Lake,8,Lough Ree,Lough Ree,,,,,-99,,6,7
-8.05092777480771,54.1152789996403,Lake,8,Lough Allen,Lough Allen,,,,,-99,,6,7
-4.90587313033911,56.9698751224997,Lake,8,Loch Lochy,Loch Lochy,,,,,-99,,6,7
74.5439905759603,34.3603552457704,Lake,8,,,,_untitled_24,,,-99,,6,7
73.6940827949491,33.2241097150422,Lake,8,,,,_untitled_23,,,-99,,6,7
-61.4143011960268,-17.4889421072018,Lake,8,Lago Concepción,L. Concepción,,,,,-99,,6,7
-5.0873014838046,6.28316888963397,Lake,8,,,,_untitled_18,,,-99,,6,7
2.46564172473807,6.42887913256415,Lake,8,,,,_untitled_17,,,-99,,6,7
37.7727773775301,-0.801145375980354,Lake,8,,,,_untitled_16,,,-99,,6,7
37.3821976920955,-0.843386628223755,Lake,8,Masinga Res.,Masinga Res.,,,,,-99,,6,7
29.9243223985814,-1.27919271844218,Lake,8,Lake Bunyonyi,L. Bunyonyi,,,,,-99,,6,7
75.5995713604421,24.8297279016284,Lake,8,,,,_untitled_13,,,-99,,6,7
124.27184082249,45.2619835120282,Lake,8,Qagan Nur,Qagan Nur,,,,,-99,,6,7
99.5349994469411,72.3008004097077,Lake,8,Ozero Labaz,O. Labaz,Lake Labaz,,,,-99,,6,7
118.972203046624,31.1124886490632,Lake,8,,,,_untitled_12,,,-99,,6,7
120.789929284076,31.4161252461995,Lake,8,,,,_untitled_11,,,-99,,6,7
116.308193038092,28.5151667733169,Lake,8,,,,_untitled_10,,,-99,,6,7
116.149401753167,28.4961802871169,Lake,8,,,,_untitled_9,,,-99,,6,7
114.348043426105,30.5349462316308,Lake,8,,,,_untitled_8,,,-99,,6,7
112.479894997844,29.1770445131724,Lake,8,,,,_untitled_7,,,-99,,6,7
114.186403321877,30.2488243000588,Lake,8,,,,_untitled_6,,,-99,,6,7
116.185415547674,36.0108549065977,Lake,8,Dongping Hu,Dongping Hu,,,,,-99,,6,7
33.1470912829795,68.2777258841992,Lake,8,Lake Kolozero,L. Kolozero,,,,,-99,,6,7
13.6913752775127,56.9171839437431,Lake,8,Bolmen,Bolmen,,,,,-99,,6,7
14.7550895572863,56.6506372266254,Lake,8,Åsnen,Åsnen,,,,,-99,,6,7
12.0383325727461,59.1954151056787,Lake,8,Foxen,Foxen,"Stora Le, Lesjön",,,,-99,,6,7
12.7076329430205,53.4183719286561,Lake,8,Mritz,Mritz,,,,,-99,,6,7
11.4754951439778,53.6971347570498,Lake,8,Schweriner See,Schweriner See,,,,,-99,,6,7
-7.50833583497967,54.2175705338186,Lake,8,Upper Lough Erne,Upper Lough Erne,,,,,-99,,6,7
48.5215785468452,-17.4776090883073,Lake,9,Lac Alaotra,L. Alaotra,,,,,-99,,7,8
19.7506866781939,67.7993841776103,Lake,9,,,,_untitled_328,,,-99,,7,8
-67.7355595057958,10.192177315879,Lake,9,Lago de Valencia,L. de Valencia,,,,,-99,,7,8
-57.1369558801036,-28.4350193566565,Lake,9,Laguna Iber,Lag. Iber,,,,,-99,,7,8
-56.9748465824761,-28.2283757394101,Lake,9,Laguna Iber,Lag. Iber,,,,,-99,,7,8
-65.9695016622089,-13.0153432851183,Lake,9,Laguna Huaitunas,Lag. Huaitunas,,,,,-99,,7,8
-65.5415204334849,-12.9026018244269,Lake,9,Laguna Ragaguado,Lag. Ragaguado,,,,,-99,,7,8
-69.1867427506359,-45.4161499405647,Lake,9,Lago Musters,L. Musters,,,,,-99,,7,8
-71.2136474919742,-48.8995078389773,Lake,9,Lago Cardiel,L. Cardiel,,,,,-99,,7,8
-72.4919387172889,-40.82156746223,Lake,9,Lago Rupanco,L. Rupanco,,,,,-99,,7,8
-68.8352220602759,-38.5527559523627,Lake,9,,,,_untitled_327,,,-99,,7,8
29.7681783168854,-8.68936807279127,Lake,9,Lake Cheshi,L. Cheshi,Mweru Wantipa,,,,-99,,7,8
82.9431484100243,44.8644447583369,Lake,9,Ebinur Hu,Ebinur Hu,,,,,-99,,7,8
11.9265964420535,42.5966635229146,Lake,9,Lago di Bracciano,L. di Bracciano,,,,,-99,,7,8
21.0302677056478,40.8435779637819,Lake,9,,,,_untitled_326,,,-99,admin-0 more,7,8
21.0309962568625,40.8397512301292,Lake,9,,,,_untitled_324,,,-99,admin-0 more,7,8
21.0357551435845,40.839456866002,Lake,9,,,,_untitled_321,,,-99,admin-0 more,7,8
21.0349024494998,40.8883213111059,Lake,9,,,,_untitled_320,,,-99,admin-0 more,7,8
21.097092532205,40.7443772529385,Lake,9,,,,_untitled_319,,,-99,admin-0 more,7,8
14.3899242592758,51.6306985845855,Lake,9,,,,_untitled_318,,,-99,,7,8
70.4675903534973,-49.1416223335431,Lake,9,,,,_untitled_316,,,-99,,7,8
26.3963531876201,-8.61930941053393,Lake,9,Lac Upemba,L. Upemba,,,,,-99,,7,8
6.17735908582797,53.3780440432391,Lake,9,Lauwerszee,Lauwerszee,,,,,-99,,7,8
13.185337707099,52.4693419827836,Lake,9,,,,_untitled_315,,,-99,,7,8
12.8343044851615,53.2226197841136,Lake,9,,,,_untitled_314,,,-99,,7,8
12.4654723290577,52.3901580325852,Lake,9,,,,_untitled_313,,,-99,,7,8
12.9405446072861,52.3967812254457,Lake,9,,,,_untitled_312,,,-99,,7,8
12.9525621928133,52.3382027641464,Lake,9,,,,_untitled_311,,,-99,,7,8
13.6547722244738,52.4418189368968,Lake,9,,,,_untitled_310,,,-99,,7,8
14.2093755930225,52.0650328541683,Lake,9,,,,_untitled_309,,,-99,,7,8
14.6746167074441,53.4710631074127,Lake,9,Jezioro Dabie,Jezioro Dabie,,,,,-99,,7,8
85.7410520545012,48.7463716848858,Lake,9,Marqakl,Marqakl,,,,,-99,,7,8
89.5760022029909,55.5907791868878,Lake,9,Ozero Beloye,O. Beloye,Lake Beloye,,,,-99,,7,8
88.5880846709416,48.5516498147882,Lake,9,,,,_untitled_307,,,-99,,7,8
90.5286645719432,49.4777193587445,Lake,9,Achit Nuur,Achit Nuur,,,,,-99,,7,8
89.7087389227337,50.4844446735348,Lake,9,,,,_untitled_305,,,-99,,7,8
146.659093881489,69.2664949872345,Lake,9,Ozero Ozhogino,O. Ozhogino,Lake Ozhogino,,,,-99,,7,8
146.495088744193,71.0004468781036,Lake,9,Ozero Sagarychye,O. Sagarychye,Lake Sagarychye,,,,-99,,7,8
147.138511499034,71.0446014971733,Lake,9,Ozero Bakul,O. Bakul,Lake Bakul,,,,-99,,7,8
143.20271593722,71.7151629787793,Lake,9,Ozero Soluntakh,O. Soluntakh,Lake Soluntakh,,,,-99,,7,8
151.798371361103,68.4556689990503,Lake,9,,,,_untitled_304,,,-99,,7,8
152.246632545271,68.6022623343619,Lake,9,,,,_untitled_303,,,-99,,7,8
155.240134397984,68.5413289600456,Lake,9,,,,_untitled_302,,,-99,,7,8
154.999170710339,68.7915384681075,Lake,9,,,,_untitled_301,,,-99,,7,8
156.063455201408,69.4790258870236,Lake,9,Ozero Bolshoy Olr,O. Bolshoy Olr,Lake Bolshoy Olr,,,,-99,,7,8
155.633534288984,69.4447324662127,Lake,9,Ozero Krugovatoye,O. Krugovatoye,Lake Krugovatoye,,,,-99,,7,8
158.912648878665,70.5346156469177,Lake,9,Ozero Ilirgytgyn,O. Ilirgytgyn,Lake Ilirgytgyn,,,,-99,,7,8
172.065821881736,67.5075221455592,Lake,9,Ozero Elgygytgyn,O. Elgygytgyn,Lake Elgygytgyn,,,,-99,,7,8
160.224679187291,54.820869812375,Lake,9,Ozero Kronotskoye,O. Kronotskoye,Lake Kronotskoye,,,,-99,,7,8
139.771540422332,52.068859587821,Lake,9,,,,_untitled_300,,,-99,,7,8
136.521169935641,51.4842524313375,Lake,9,,,,_untitled_299,,,-99,,7,8
118.197844301782,34.0742333141985,Lake,9,Luoma Hu,Luoma Hu,,,,,-99,,7,8
116.907266795231,32.369570653979,Lake,9,,,,_untitled_298,,,-99,,7,8
116.352612910163,32.2800839593309,Lake,9,,,,_untitled_297,,,-99,,7,8
116.783789836252,30.2834120849968,Lake,9,Wuchang Hu,Wuchang Hu,,,,,-99,,7,8
117.103710193572,30.3832015240944,Lake,9,,,,_untitled_296,,,-99,,7,8
114.950258311293,30.2554474929193,Lake,9,,,,_untitled_295,,,-99,,7,8
115.029244488345,30.3150562286635,Lake,9,,,,_untitled_294,,,-99,,7,8
114.650973661342,30.2388159197364,Lake,9,,,,_untitled_293,,,-99,,7,8
114.359436098291,30.429122327927,Lake,9,,,,_untitled_292,,,-99,,7,8
114.311014229172,30.5005056287564,Lake,9,,,,_untitled_291,,,-99,,7,8
114.592986758721,30.6390039505719,Lake,9,,,,_untitled_290,,,-99,,7,8
114.505294319457,30.7879521989005,Lake,9,,,,_untitled_289,,,-99,,7,8
114.251497482218,33.0104013587446,Lake,9,,,,_untitled_288,,,-99,,7,8
112.555348214138,33.3359680833522,Lake,9,,,,_untitled_287,,,-99,,7,8
116.672664914024,43.3085831643825,Lake,9,Dalai Nur,Dalai Nur,,,,,-99,,7,8
116.445259854359,-0.256571740786754,Lake,9,Kenohan Jempang,Kenohan Jempang,,,,,-99,,7,8
116.191778482843,-0.446142238659561,Lake,9,,,,_untitled_286,,,-99,,7,8
120.992594616219,14.0240623408155,Lake,9,Lake Taal,L. Taal,,,,,-99,,7,8
114.110846622723,30.2065830478154,Lake,9,,,,_untitled_285,,,-99,,7,8
109.522844245541,72.990937105768,Lake,9,Ozero Kiyeng-Kyuyel,O. Kiyeng-Kyuyel,Lake Kiyeng-Kyuyel,,,,-99,,7,8
106.422125753668,51.1978361356384,Lake,9,Ozero Gusinoye,O. Gusinoye,Lake Gusinoye,,,,-99,,7,8
111.23795832905,55.8446682465389,Lake,9,,,,_untitled_284,,,-99,,7,8
111.768647332494,55.3095142634135,Lake,9,,,,_untitled_283,,,-99,,7,8
113.552658846988,55.3554350672461,Lake,9,Ozero Busani,O. Busani,Lake Busani,,,,-99,,7,8
113.040030808927,55.2226768459097,Lake,9,Ozero Baunt,O. Baunt,Lake Baunt,,,,-99,,7,8
112.433069011564,54.8545745049315,Lake,9,Ozero Kipylyushi,O. Kipylyushi,Lake Kipylyushi,,,,-99,,7,8
112.263601781743,54.8357352007951,Lake,9,Ozero Kipylyushi,O. Kipylyushi,Lake Kipylyushi,,,,-99,,7,8
111.958734299236,52.9242817412656,Lake,9,Ozero Isinginskoye,O. Isinginskoye,Lake Isinginskoye,,,,-99,,7,8
111.858467720236,52.858049812661,Lake,9,Ozero Bolshaya Kharga,O. Bolshaya Kharga,Lake Bolshaya Kharga,,,,-99,,7,8
111.493128964852,52.6121085844425,Lake,9,Ozero Bolshoye Yeravnoye,O. Bolshoye Yeravnoye,Lake Bolshoye Yeravnoye,,,,-99,,7,8
111.649553536115,52.6511118312874,Lake,9,,,,_untitled_282,,,-99,,7,8
111.532893431761,52.5463182020285,Lake,9,,,,_untitled_281,,,-99,,7,8
113.105047386821,52.3280472017604,Lake,9,,,,_untitled_280,,,-99,,7,8
112.99812983546,52.2697631045883,Lake,9,,,,_untitled_279,,,-99,,7,8
112.761683606406,52.2057389069372,Lake,9,Ozero Arakhley,O. Arakhley,Lake Arakhley,,,,-99,,7,8
112.528085769086,51.9993896538179,Lake,9,Ozero Irgen,O. Irgen,Lake Irgen,,,,-99,,7,8
116.317400119702,50.4762024779751,Lake,9,,,,_untitled_277,,,-99,,7,8
116.351772757422,50.4791461192464,Lake,9,,,,_untitled_276,,,-99,,7,8
97.3232851919959,48.8388020208052,Lake,9,Telmen Nuur,Telmen Nuur,,,,,-99,,7,8
99.1054389994345,49.2272154865554,Lake,9,Sangiyn Dalay Nuur,Sangiyn Dalay Nuur,,,,,-99,,7,8
115.588769554721,49.5165754235258,Lake,9,Hh Nuur,Hh Nuur,,,,,-99,,7,8
115.82283664097,49.509069138284,Lake,9,,,,_untitled_275,,,-99,,7,8
116.118538018156,49.3895573026685,Lake,9,,,,_untitled_274,,,-99,,7,8
117.257734549259,47.4639743650367,Lake,9,,,,_untitled_273,,,-99,,7,8
117.572471293478,47.3256232252848,Lake,9,,,,_untitled_272,,,-99,,7,8
124.365675644908,46.1689193877209,Lake,9,,,,_untitled_271,,,-99,,7,8
124.265625363724,45.3632447717615,Lake,9,,,,_untitled_270,,,-99,,7,8
117.516007863009,45.4961501751615,Lake,9,Ulgain Gobi,Ulgain Gobi,,,,,-99,,7,8
94.9813821160651,66.8382853025253,Lake,9,Ozero Tembenchi,O. Tembenchi,Lake Tembenchi,,,,-99,,7,8
93.8166979238478,66.7886849471037,Lake,9,Ozero Vivi,O. Vivi,Lake Vivi,,,,-99,,7,8
93.5207408388622,67.044193009454,Lake,9,,,,_untitled_269,,,-99,,7,8
92.827657911817,67.2589316401965,Lake,9,Ozero Agata,O. Agata,Lake Agata,,,,-99,,7,8
92.5566187810825,67.3407648675391,Lake,9,Ozero Severnoye,O. Severnoye,Lake Severnoye,,,,-99,,7,8
93.9702820370746,69.1709738279803,Lake,9,Ozero Ayan,O. Ayan,Lake Ayan,,,,-99,,7,8
98.9153501489772,72.226473467607,Lake,9,,,,_untitled_268,,,-99,,7,8
99.1301778512855,72.353933134655,Lake,9,,,,_untitled_267,,,-99,,7,8
99.1228846377519,72.3501064010023,Lake,9,,,,_untitled_266,,,-99,,7,8
101.00062526283,73.0163996027648,Lake,9,Ozero Kokora,O. Kokora,Lake Kokora,,,,-99,,7,8
99.7983932362257,74.1030447780714,Lake,9,,,,_untitled_265,,,-99,,7,8
105.690415322429,74.5136091443883,Lake,9,,,,_untitled_264,,,-99,,7,8
107.124339866307,74.1510261307939,Lake,9,Ozero Portnyagino,O. Portnyagino,Lake Portnyagino,,,,-99,,7,8
107.218013573932,74.6090567126107,Lake,9,Ozero Kungasalakh,O. Kungasalakh,Lake Kungasalakh,,,,-99,,7,8
103.67938795798,67.4234811872631,Lake,9,,,,_untitled_263,,,-99,,7,8
88.4233866090543,37.0788079598314,Lake,9,Aqqikkol Hu,Aqqikkol Hu,,,,,-99,,7,8
95.2237348069285,36.9648890426314,Lake,9,,,,_untitled_262,,,-99,,7,8
90.8945747035949,38.0825896333504,Lake,9,Gas Hu,Gas Hu,,,,,-99,,7,8
92.8781254870446,35.7653552245699,Lake,9,Hoh Sai Hu,Hoh Sai Hu,,,,,-99,,7,8
91.9167650733159,35.5790227320955,Lake,9,Huiten Nur,Huiten Nur,,,,,-99,,7,8
90.196419143733,35.7696235044133,Lake,9,,,,_untitled_261,,,-99,,7,8
90.3220659361712,35.2154830350879,Lake,9,,,,_untitled_260,,,-99,,7,8
90.3400840035015,34.7963085180524,Lake,9,,,,_untitled_259,,,-99,,7,8
90.3898813929761,34.9097858890617,Lake,9,,,,_untitled_258,,,-99,,7,8
